genome,gtdb_classification,checkm_ompleteness,checkm_contamination,genome_size_bp,pathway_found,site_generated,previously_reported,3000m1000m,3000m150m,3000m2000m,3000m3000m,3000m500m,3000m50m,3500m1000m,3500m150m,3500m2000m,3500m3000m,3500m500m,3500m50m,4000m1000m,4000m150m,4000m2000m,4000m3000m,4000m500m,4000m50m,4500m1000m,4500m150m,4500m2000m,4500m3000m,4500m4000m,4500m500m,4500m50m,500m150m,500m500m,500m50m
R3500m1000m.12,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__,91.22,0.98,1113490,3HP bi-cycle,"OC4,1000m",no,10.285152,1.9444221,9.402186,12.8992,10.533238,1.4130186,22.137758,4.086108,6.856846,7.6381125,6.216409,1.158219,18.853367,2.8658128,5.071296,3.2193592,5.331779,0.50405693,11.443459,1.3159758,6.5491076,4.2245593,1.4360653,7.2803683,1.1191261,2.2225275,4.221873,1.2918158
R3500m1000m.173,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__MarineAlpha9-Bin7;s__,63.98,1.87,1577233,"3HP bicycle, CBB","OC4,1000m",no,18.05249,0.033007726,1.932568,0.2051716,3.6584194,0.021667905,9.509862,0.026560957,1.8302737,0.5627321,4.907882,0.018816883,15.912671,0.01519397,2.0322332,0.6312057,1.0597131,0.013707833,13.342017,0.027075108,2.164852,0.9810996,0.4964238,1.4561921,0.02360326,0.023026165,1.0198842,0.010302243
R3500m1000m.2,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__JAZXM01;s__,88.06,1.34,3905352,3HP bi-cycle,"OC4,1000m",no,6.1328588,3.987067,1.5498685,0.10312042,8.855886,0.011942213,10.538873,0.23547328,0.41277006,0.08774368,5.717026,0.007060518,11.272776,0.027257258,0.3852755,0.06982056,3.0662203,0.005504783,7.51947,0.031326793,0.39783525,0.12334814,0.055856816,3.567525,0.017246008,1.257933,9.492278,0.5190472
R3500m1000m.200,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum sp002507125,66.09,1.66,1114444,3HP/4HB,"OC4,1000m",no,725.21826,7.2556148,879.1933,56.712654,210.64316,0.11543646,576.2875,4.549082,590.0038,191.58548,300.97293,0.19178388,629.4317,2.6712377,538.24457,142.17276,104.302414,0.09698288,646.35693,3.164486,945.4996,267.7383,4.2218437,321.87817,0.1621561,11.934508,82.4027,0.46931943
R3500m1000m.51,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__UBA9410;s__,89.32,4.13,1905693,3HP bi-cycle,"OC4,1000m",no,23.298141,75.96799,1.3957715,0.53087395,469.02637,0.19618082,22.780645,53.52873,0.772745,0.45806226,215.15059,0.053336065,24.376972,21.669497,0.9150502,0.37035275,118.89814,0.033507183,21.366037,32.737858,1.0487837,0.5094978,0.3126604,315.68164,0.11178578,57.619724,120.24256,6.520551
R3500m1000m.82,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp012959845,55.1,0.06,1210547,3HP/4HB,"OC4,1000m",no,3.0438335,0.89066523,3.8382308,17.36762,2.2253652,0.013124764,7.346077,0.27639866,0.37978172,3.3439982,2.7899485,0.01854817,1.603368,0.23917368,0.09237486,0.12084019,0.5265288,0.011356956,0.9977583,0.074000195,0.13698697,0.050013077,0.14238967,0.14962663,0.01259822,0.5042741,8.208588,1.1714756
R3500m150m.116,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__UBA2979;s__,62.81,2.57,1347629,3HP bi-cycle,"OC4,150m",no,0.010563448,9.576166,0.001403763,0.00058845,0.04639772,4.712383,0.014355078,9.639298,0.001425442,0.001062307,0.026121752,0.58105236,0.010595194,8.084796,0.001452542,0.001463382,0.019162558,0.11228242,0.008532522,34.850304,0.002397159,0.003162918,0.025925085,0.04603768,0.1494136,0.6764889,0.078405514,9.460766
R3500m150m.150,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__,90.8,3.32,3223524,3HP bi-cycle,"OC4,150m",no,0.28045583,43.095364,0.23924482,0.18462043,0.39154148,9.0512705,0.17618671,25.56776,0.19306834,0.15044308,0.2548293,1.053467,0.28454298,5.332661,0.1447902,0.08975961,0.16711168,0.23327823,0.17222266,20.712513,0.17334843,0.14333272,0.10779795,0.22397122,0.4522584,8.440107,0.5585149,17.72272
R3500m150m.195,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp002697205,92.35,1.32,4530026,3HP bi-cycle,"OC4,150m",no,2.3374233,82.35546,2.7832568,0.5948878,12.603756,0.09455932,2.0882363,27.691893,1.3765271,0.74336666,9.842243,0.022511728,1.6401889,4.790216,0.99353445,0.3139764,4.7052445,0.022018267,1.1105841,4.091298,1.2916778,0.45499992,0.08775753,7.3208923,0.05220982,35.979584,11.543065,13.412244
R3500m150m.202,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__GCA-002707645;g__GCA-002707645;s__,62.64,1.1,1080240,CBB,"OC4,150m",no,0.0619972,4.060289,0.12001521,0.036669202,0.2054931,0.31718272,0.16182064,22.506695,0.12887424,0.06747152,0.26278234,0.22240818,0.115165435,9.901083,0.08311123,0.04210126,0.1387898,0.22375304,0.05990759,0.48704535,0.08432931,0.048607707,0.033345543,0.14075452,0.11736962,9.813604,0.32801586,12.133835
R3500m150m.214,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__MedAcidi-G3;s__,96.58,2.14,2398339,3HP bi-cycle,"OC4,150m",no,0.024214232,45.753117,0.030075144,0.016013483,0.10944111,0.1520669,0.023444902,23.28483,0.01630261,0.010211235,0.065590076,0.038476188,0.021743238,3.7779856,0.01997998,0.007070219,0.026011014,0.013457008,0.017620027,20.481346,0.020751406,0.013123882,0.02117462,0.0635599,0.026477808,7.9362445,0.29183918,8.6952305
R3500m150m.221,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__;s__,51.17,3.41,1130070,3HP bi-cycle,"OC4,150m",no,23.856428,5.0698504,5.836322,0.91420096,26.96705,0.00630426,16.38236,10.020368,7.4097986,1.0698197,16.776987,0.002965227,26.856173,1.560297,9.508623,0.9662882,5.6511846,0.001690544,20.88892,1.9059435,9.2607355,1.2199931,0.76333976,15.628678,0.006027643,6.258068,6.265445,0.22362089
R3500m150m.53,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002457595,80,0,1250822,3HP/4HB,"OC4,150m",no,0.13357252,100.84165,0.09927432,0.01691984,0.31448635,0.23986019,0.14595827,75.064705,0.068074584,0.036030844,0.27409753,0.06555231,0.12072662,48.39046,0.055659615,0.019853566,0.22771059,0.031743467,0.11237098,70.73367,0.09986918,0.039846715,0.04792318,0.4849467,0.021190986,28.16443,0.9632112,60.89552
R3500m2000m.102,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp002082305,85.54,0.26,2663446,CBB,"OC4,2000m",no,494.59937,157.99129,533.565,206.93106,307.01312,2.10763,388.6862,176.92921,458.5522,398.944,318.21872,0.42798454,420.47244,102.51809,467.26556,273.2226,183.39656,0.09263364,400.11725,149.494,637.5212,471.85092,181.80331,330.55478,0.21127151,132.17157,146.13249,24.563683
R3500m2000m.12,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__UBA9659 sp012961165,90.06,2.59,3494447,3HP bi-cycle,"OC4,2000m",no,41.300392,38.967873,101.05974,68.93294,8.485198,0.22054377,38.68898,12.61319,41.69562,59.945408,5.6310973,0.0375268,30.342207,1.7287747,34.685307,24.242054,2.9110336,0.020381624,20.02832,1.2804753,36.62336,25.476116,11.095447,3.0244188,0.050341155,14.923829,6.4524364,10.938025
R3500m2000m.39,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum sp004195715,66.05,0.8,1131816,3HP/4HB,"OC4,2000m",no,166.47795,42.205185,61.39005,0.37660444,110.54972,0.03166525,174.39684,48.350914,33.597015,1.0659429,80.43462,0.019093594,141.77374,34.302708,21.567738,0.6347528,71.59984,0.011738595,140.60236,32.399086,28.690163,1.1350192,0.32715797,149.9298,0.028035417,41.1172,46.10424,4.4048867
R3500m2000m.44,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__GCA-002731945;s__GCA-002731945 sp002731945,86.47,0,1484771,3HP bi-cycle,"OC4,2000m",no,13.205495,2.8333862,40.48119,15.421021,10.903614,1.8272744,19.521465,3.7186708,37.48989,48.859158,17.668537,1.4881405,18.091335,1.7378826,26.423496,29.486418,5.785935,0.94806814,13.728699,0.89389724,41.541416,36.889175,3.127978,9.9055195,3.1670058,2.5037394,7.0635304,0.61765444
R3500m2000m.54,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__,61.17,0,646077,3HP/4HB,"OC4,2000m",no,38.14905,242.86462,22.509907,3.195876,416.42667,0.21763085,61.691414,173.23563,25.222328,6.6472874,183.72449,0.041577242,62.299023,81.891136,21.99643,5.8155003,177.30536,0.042324502,35.48959,26.102472,23.038177,7.6718163,4.641073,168.55354,0.043774407,166.63155,154.94559,30.552294
R3500m3000m.134,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA2110;s__,96.35,2.14,2259146,3HP bi-cycle,"OC4,3000m",no,0.6434915,1.2131203,7.592749,10.239283,2.715449,0.013161143,0.61128306,1.1637201,2.7067077,12.959663,1.0259247,0.00622116,0.64314485,0.3202475,2.883713,10.619418,0.8470305,0.00480051,0.45926857,0.33442268,4.558484,12.085542,3.6333985,2.0850346,0.01300548,1.4439523,0.85853213,0.12514873
R3500m3000m.162,d__Bacteria;p__JAAXHH01;c__JAAXHH01;o__JAAXHH01;f__JAAXHH01;g__;s__,93.34,0,5728306,3HP bi-cycle,"OC4,3000m",no,12.375476,1.3330833,12.473393,8.075351,9.0554695,0.03284437,6.288206,3.637856,14.810539,15.691926,3.9735978,0.03202732,10.844823,0.7092498,12.196709,11.983653,5.759683,0.019136865,8.783504,0.3587328,14.284995,21.68286,29.729069,8.768394,0.06571748,2.3716202,1.886841,0.15071967
R3500m3000m.173,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-002705445;f__GCA-002716945;g__;s__,81.94,0.57,1036372,3HP bi-cycle,"OC4,3000m",no,5.075586,7.7979035,14.266973,9.911109,8.443441,0.86240304,11.761767,15.093224,20.669611,20.865498,11.522152,1.0248833,9.454949,7.818218,11.678624,12.241705,6.89347,0.83199155,5.074589,1.8924831,15.970337,12.292861,4.425037,4.8344684,1.9074366,10.174515,6.3533754,3.141459
R3500m3000m.36,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__,90.41,1.09,1046380,"3HP bicycle, CBB","OC4,3000m","Jaffe et al., 2024",0.10986275,0.13514005,2.0843627,42.60835,0.2027788,0.2616272,0.20715944,0.11002826,0.9213022,15.575252,0.14761417,0.24758223,0.1530653,0.07176097,0.82131284,3.646446,0.10429548,0.12598288,0.09192977,0.057270758,1.3851081,4.8702683,4.5743947,0.12776864,0.17015815,0.111562364,0.3735409,0.13825858
R3500m3000m.57,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__UBA9410;s__,77.77,0.43,1500082,3HP bi-cycle,"OC4,3000m",no,82.973236,5.5730767,334.82678,107.786064,39.325912,0.024805132,65.308754,4.6239424,194.35194,138.52141,9.9712105,0.008115192,81.254715,1.3291289,255.07648,129.7796,10.480695,0.004472833,63.056942,1.0426255,329.01028,176.1366,32.030506,20.172726,0.016299931,4.83741,7.231404,0.74857837
R3500m500m.112,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA2110;s__UBA2110 sp012960315,93.59,4,1838063,3HP bi-cycle,"OC4,500m",no,5.892818,5.838133,0.5083956,0.15122047,44.67257,0.04567808,6.5059214,5.111724,0.17988671,0.17699349,15.00438,0.010456448,5.39323,1.1120944,0.13784695,0.15696314,13.587628,0.0022729,4.2811937,0.88070214,0.14107057,0.17799966,0.06019526,31.103493,0.007930203,7.318611,12.716409,0.6029133
R3500m500m.39,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__S20-B6;s__S20-B6 sp002699725,93.16,1.71,2244832,3HP bi-cycle,"OC4,500m",no,76.68815,83.715,63.872536,3.9659848,206.82626,0.27401257,52.143105,37.754654,42.571316,4.298752,76.12416,0.07904651,79.53895,7.564715,54.81638,3.9841878,59.172073,0.05030717,58.078865,9.115637,46.018974,6.1576085,1.6724997,56.76268,0.18438001,53.52817,83.12279,8.077359
R3500m50m.152,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,61.83,3.2,1418957,3HP/4HB,"OC4,50m",no,0.001735234,0.025114004,0.006269232,0.005518291,0.008166577,1.4597789,0.006504765,0.021765664,0.009174132,0.008207286,0.006886415,18.304335,0.004723006,0.01584973,0.003791054,0.00806553,0.003574422,6.5847507,0.002393852,0.0196844,0.005486305,0.003575149,0.009468547,0.004383519,2.7056267,0.016552692,0.00655129,0.15070802
R3500m50m.180,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp002726495,61.01,1.2,1517801,3HP/4HB,"OC4,50m",no,0.001497863,0.017291391,0.001574431,0.004744485,0.002888393,4.4597945,0.002291573,0.010140482,0.002579386,0.003720387,0.002026319,8.672055,0.002372926,0.009009736,0.001891641,0.003682787,0.00100769,4.964305,0.003025806,0.010663469,0.001178601,0.001599042,0.004810798,0.001545034,1.390508,0.005283196,0.004518199,0.40833265
R3500m50m.187,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp000012505,54.52,2.61,985746,CBB,"OC4,50m",no,0.110826395,0.18176232,0.07573279,0.1289776,0.059143975,4.080137,0.060142968,0.12572928,0.10219651,0.13616651,0.051599346,17.795124,0.05445787,0.033368267,0.04288958,0.11453907,0.011813246,10.920078,0.04038997,0.057726428,0.043214414,0.09114901,0.042496588,0.018301371,25.100645,0.109630376,0.09636869,1.7363288
R3500m50m.198,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__,80.48,1.12,1752206,3HP/4HB,"OC4,50m",no,0.00491489,0.023235196,0.004251111,0.008579419,0.005190344,20.073885,0.004462819,0.016832504,0.003628854,0.006976407,0.00418678,14.522094,0.003814245,0.017564123,0.003056893,0.003747575,0.001990753,2.9810047,0.003435276,0.026413148,0.003714239,0.004332402,0.009517483,0.005014896,3.3415422,0.010432152,0.00754252,0.19923785
R3500m50m.211,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,79.07,1.6,1973951,3HP/4HB,"OC4,50m",no,0.003994166,0.01511971,0.007642481,0.01577304,0.008404273,2.1885438,0.006520513,0.011557858,0.007663457,0.011069267,0.005601143,14.334234,0.004490942,0.010751043,0.00323442,0.003391997,0.002795456,0.81649864,0.003800264,0.013702541,0.002572904,0.003561341,0.004023839,0.004124627,0.4589883,0.017950978,0.01668627,1.0443068
R3500m50m.22,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp002731665,87.18,2.14,2313937,3HP bi-cycle,"OC4,50m",no,0.012322576,0.32646886,0.010034896,0.01979281,0.012954436,84.15365,0.012941886,0.09768994,0.02189353,0.012399611,0.009886884,21.265333,0.011216387,0.13503332,0.005479874,0.009470115,0.004308769,2.1740866,0.005526614,0.34248564,0.014647909,0.006239838,0.00810123,0.006883816,1.9196291,0.038526174,0.09987376,12.320627
R3500m50m.244,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-N1;s__MGIIb-N1 sp002497295,82.06,0,1447032,3HP/4HB,"OC4,50m",no,0.037832264,0.04948782,0.04061475,0.008885537,0.020104125,8.444215,0.042872317,0.047899216,0.03750194,0.03307129,0.029901,20.050005,0.0338372,0.037401527,0.027636508,0.017274547,0.010548935,6.4628153,0.039025452,0.041209612,0.056329083,0.03367931,0.029267358,0.029608762,7.745516,0.037348896,0.057509113,5.177559
R3500m50m.246,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,54.09,2.8,1214510,3HP/4HB,"OC4,50m",no,0.002706997,0.058028165,0.004478849,0.003779434,0.007026966,1.7893481,0.003424545,0.041782733,0.004057473,0.006030515,0.006987247,9.395748,0.002298573,0.015104783,0.003769072,0.006548601,0.003385689,5.257537,0.00286674,0.017646855,0.005988205,0.002884009,0.017448256,0.003896003,2.3371959,0.034713455,0.00533369,0.13308235
R3500m50m.286,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp002495535,69.36,1.76,1571583,3HP/4HB,"OC4,50m",no,0.004057171,0.011271376,0.003592035,0.003259888,0.006266898,9.066961,0.004420109,0.007256788,0.002897605,0.002599525,0.005738215,9.337178,0.002701724,0.006271484,0.002188763,0.001940472,0.002189418,0.9257668,0.002938878,0.009262771,0.002530737,0.002020397,0.003252681,0.004834801,0.39337593,0.007280372,0.005533161,0.11462344
R3500m50m.293,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L2;s__MGIIa-L2 sp018645535,61.42,0.8,1503891,3HP/4HB,"OC4,50m",no,0.012908483,0.041643314,0.00716381,0.014029493,0.02919281,14.927094,0.015400741,0.023022532,0.02774602,0.0350191,0.013047429,27.065477,0.00659656,0.014778857,0.004695833,0.004147469,0.003852715,0.57577646,0.005261734,0.019231873,0.006208725,0.005437103,0.00655002,0.006123064,0.24191298,0.055502832,0.058636535,3.1363423
R3500m50m.298,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp018701175,71.43,1.6,1861126,3HP/4HB,"OC4,50m",no,0.006700387,0.020447724,0.006948793,0.009576525,0.012760292,3.4052322,0.007788329,0.010508185,0.01652093,0.030510642,0.003638356,12.024305,0.002133113,0.007213102,0.001881965,0.002370004,0.001149359,0.09672543,0.001373089,0.007145654,0.002858591,0.004963737,0.004970866,0.001466858,0.06943803,0.027794076,0.046623595,4.139866
R3500m50m.34,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002499345,55.16,2.06,963995,3HP/4HB,"OC4,50m",no,0.005232371,0.012519714,0.002331359,0.002956923,0.003734394,8.288575,0.004953874,0.021425294,0.006054149,0.014209685,0.004976027,13.122935,0.003462226,0.028331812,0.004126822,0.005072024,0.003069799,2.7725458,0.011812922,0.054510545,0.015283587,0.009061707,0.024271451,0.003988628,2.7188709,0.00775256,0.011936346,2.1336365
R4000m1000m.103,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__SZUA-1055;s__SZUA-1055 sp015659815,84.62,1.62,1293435,CBB,"OC5,1000m",no,18.07895,0.26167592,0.90762997,0.040751703,2.890851,0.05369373,36.83037,0.05077282,0.31531972,0.033971637,4.128616,0.04898509,11.294886,0.025987076,0.12130577,0.007515443,0.57144547,0.028545843,8.329017,0.018416954,0.08283311,0.01026915,0.009301589,0.4038029,0.030984163,0.12432653,9.569011,0.12482576
R4000m1000m.12,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__,63.31,1.1,1886071,CBB,"OC5,1000m",no,28.654139,9.248113,0.8489567,0.1862647,23.680302,0.029042525,19.369143,4.380983,0.7965905,0.3845695,46.44466,0.01871915,22.944788,0.9729947,0.7052283,0.25058147,10.944752,0.012713267,23.352272,0.8474825,0.75882065,0.40625322,0.23845679,20.087025,0.02518009,6.698533,15.3046465,0.57826924
R4000m1000m.144,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__;s__,70.23,0.05,3420782,3HP bi-cycle,"OC5,1000m",no,5.170818,0.14275634,1.286792,0.054522417,2.134121,0.004548429,3.310074,0.051770236,0.76580346,0.07136756,1.1532024,0.001666189,7.715526,0.026057918,1.2098005,0.08193721,0.8828853,0.001897715,5.979184,0.029844431,1.2128482,0.14115779,0.057876624,3.0314662,0.006840323,0.098057024,0.40405345,0.011828128
R4000m1000m.150,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA1138;s__UBA1138 sp003447875,89.11,2.4,3375021,3HP bi-cycle,"OC5,1000m",no,9.977552,0.058605503,46.11492,59.095726,4.592937,0.004671332,3.763275,0.045975864,28.277382,34.668217,1.2445598,0.002178817,10.477297,0.017282678,42.70413,42.360584,1.0926224,0.001374298,5.4452696,0.036791727,38.64107,52.93288,77.40376,1.9573748,0.005607244,0.05601391,0.5374827,0.008296697
R4000m1000m.169,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__UBA9410;s__,77.35,2.74,1598481,3HP bi-cycle,"OC5,1000m",no,322.26993,14.408833,18.09542,1.0646491,187.72044,0.024273362,249.15244,5.9449606,12.787376,0.96568084,100.81329,0.009229554,336.71896,0.796636,14.12771,0.8523904,42.120995,0.007507522,270.76633,0.48468357,12.286811,0.9902987,0.6278877,95.0333,0.030623274,13.146281,47.65178,0.9217856
R4000m1000m.180,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA826;g__UBA11795;s__UBA11795 sp002708065,94.22,2.09,2515209,CBB,"OC5,1000m",no,19.397638,0.19492216,4.0970674,0.037615538,6.3086634,0.009232457,12.927999,0.7697742,3.0901396,0.22998613,6.630203,0.007189979,16.120134,0.12506486,1.9297805,0.1844005,3.0112362,0.006520954,19.950207,0.14805545,5.677292,0.6284696,0.08860017,7.453501,0.014824754,0.47823453,1.1184739,0.009628012
R4000m1000m.19,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__GCA-2726415;s__GCA-2726415 sp018698075,52.73,2.03,1479962,CBB,"OC5,1000m",no,15.824414,13.004769,13.480685,1.4172924,20.149233,0.11334249,17.686625,6.8394585,7.5151057,1.2491286,5.5793624,0.21128784,15.704553,1.4052073,6.503816,0.8138028,7.6456184,0.029822366,9.745564,1.0281389,6.2979684,1.5302511,0.39009508,9.847722,0.081958614,6.5027165,6.165719,2.4882493
R4000m1000m.202,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__,78,4.81,2819004,3HP bi-cycle,"OC5,1000m",no,9.868021,6.022574,2.7718823,0.06563263,7.767502,0.016693536,6.4844885,7.934144,3.3131883,0.12749371,7.8333664,0.005111331,9.285767,6.027837,3.3499124,0.076464996,4.3609877,0.004975675,9.10427,7.240625,4.521311,0.1252375,0.0453073,10.831108,0.015266166,4.5700216,2.615094,0.45500612
R4000m1000m.232,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002731775,92.04,0.56,3299421,3HP bi-cycle,"OC5,1000m",no,27.65494,0.10953693,154.37045,122.16143,6.42857,0.019600471,16.184,0.082913935,65.164856,110.87733,2.4910295,0.008345448,21.453362,0.028200222,67.398994,73.38416,1.8586999,0.005275564,13.773674,0.05111271,70.734924,90.57046,31.432817,1.3355858,0.018396487,0.065098144,1.0322399,0.019732185
R4000m1000m.46,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Casp-alpha2;g__PTLJ01;s__PTLJ01 sp002938045,52.54,0.75,1759412,CBB,"OC5,1000m","Jaffe et al., 2024",9.79504,0.07770138,2.9768295,0.09783367,1.1340319,0.010227036,5.6488266,0.033993643,3.3315256,0.30743906,2.0259058,0.005183328,9.217382,0.015021465,3.6347432,0.26224524,0.3972125,0.004601477,9.520452,0.029626464,5.5887575,0.4895081,0.07214234,1.0891898,0.017686235,0.059346408,0.43150276,0.009199359
R4000m150m.105,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__,82.81,0.44,1758866,3HP/4HB,"OC5,150m",no,0.04273974,6.200165,0.091269374,0.08007277,0.07774246,0.039584618,0.050518446,4.3484263,0.04566392,0.09955859,0.11393522,0.034743983,0.031601593,11.754985,0.032128315,0.03294445,0.032701343,0.023380676,0.032311223,4.3698297,0.04432801,0.04353214,0.028415214,0.0423583,0.027920906,0.97158885,0.09872047,2.839407
R4000m150m.140,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__,50.18,3.57,885740,3HP bi-cycle,"OC5,150m",no,29.066814,340.76218,12.798045,10.788696,64.72728,0.66203856,47.034023,191.94731,9.180039,10.737502,55.4112,0.2782607,29.065363,80.55923,6.3491354,3.5359235,39.287674,0.12500645,25.747538,31.839743,7.424388,3.8672686,1.6951121,58.467373,0.05722807,183.99269,61.479748,106.101006
R4000m150m.142,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002494975,50.83,1.2,770730,3HP/4HB,"OC5,150m",no,0.005857849,1.7079912,0.014873392,0.005502745,0.009840476,13.067699,0.014279275,1.5065448,0.008585321,0.023908056,0.009717556,15.342314,0.009533175,7.1334248,0.013373761,0.011478052,0.005255538,1.8313242,0.007331531,3.8565516,0.014216449,0.010537026,0.023658117,0.009553662,0.5069614,0.20881341,0.064161815,14.056044
R4000m150m.206,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__,65.95,3.39,1742107,3HP/4HB,"OC5,150m",no,0.011682128,4.4787374,0.010271372,0.0095651,0.0328703,0.14778094,0.011723883,4.9849057,0.007887106,0.010290461,0.028601646,0.013271241,0.008296315,21.047125,0.005332237,0.005199811,0.015889935,0.012156356,0.011231163,29.459457,0.008205048,0.007253012,0.020781945,0.044618044,0.021898024,1.2273338,0.054695547,1.9539963
